Date,Seasons,Holiday,FunctioningDay
2018-03-12,Spring,No Holiday,Yes
2018-03-12,Spring,No Holiday,Yes
2018-03-12,Spring,No Holiday,Yes
2018-03-13,Spring,No Holiday,Yes
2018-03-13,Spring,No Holiday,Yes
2018-03-13,Spring,No Holiday,Yes
2018-03-13,Spring,No Holiday,Yes
2018-03-13,Spring,No Holiday,Yes
2018-03-13,Spring,No Holiday,Yes
2018-03-13,Spring,No Holiday,Yes
2018-03-13,Spring,No Holiday,Yes
2018-03-13,Spring,No Holiday,Yes
2018-03-13,Spring,No Holiday,Yes
2018-03-13,Spring,No Holiday,Yes
2018-03-13,Spring,No Holiday,Yes
2018-03-13,Spring,No Holiday,Yes
2018-03-13,Spring,No Holiday,Yes
2018-03-13,Spring,No Holiday,Yes
2018-03-13,Spring,No Holiday,Yes
2018-03-13,Spring,No Holiday,Yes
2018-03-13,Spring,No Holiday,Yes
2018-03-13,Spring,No Holiday,Yes
2018-03-13,Spring,No Holiday,Yes
2018-03-13,Spring,No Holiday,Yes
2018-03-13,Spring,No Holiday,Yes
2018-03-13,Spring,No Holiday,Yes
2018-03-13,Spring,No Holiday,Yes
2018-03-14,Spring,No Holiday,Yes
2018-03-14,Spring,No Holiday,Yes
2018-03-14,Spring,No Holiday,Yes
2018-03-14,Spring,No Holiday,Yes
2018-03-14,Spring,No Holiday,Yes
2018-03-14,Spring,No Holiday,Yes
2018-03-14,Spring,No Holiday,Yes
2018-03-14,Spring,No Holiday,Yes
2018-03-14,Spring,No Holiday,Yes
2018-03-14,Spring,No Holiday,Yes
2018-03-14,Spring,No Holiday,Yes
2018-03-14,Spring,No Holiday,Yes
2018-03-14,Spring,No Holiday,Yes
2018-03-14,Spring,No Holiday,Yes
2018-03-14,Spring,No Holiday,Yes
2018-03-14,Spring,No Holiday,Yes
2018-03-14,Spring,No Holiday,Yes
2018-03-14,Spring,No Holiday,Yes
2018-03-14,Spring,No Holiday,Yes
2018-03-14,Spring,No Holiday,Yes
2018-03-14,Spring,No Holiday,Yes
2018-03-14,Spring,No Holiday,Yes
2018-03-14,Spring,No Holiday,Yes
2018-03-14,Spring,No Holiday,Yes
2018-03-15,Spring,No Holiday,Yes
2018-03-15,Spring,No Holiday,Yes
2018-03-15,Spring,No Holiday,Yes
2018-03-15,Spring,No Holiday,Yes
2018-03-15,Spring,No Holiday,Yes
2018-03-15,Spring,No Holiday,Yes
2018-03-15,Spring,No Holiday,Yes
2018-03-15,Spring,No Holiday,Yes
2018-03-15,Spring,No Holiday,Yes
2018-03-15,Spring,No Holiday,Yes
2018-03-15,Spring,No Holiday,Yes
2018-03-15,Spring,No Holiday,Yes
2018-03-15,Spring,No Holiday,Yes
2018-03-15,Spring,No Holiday,Yes
2018-03-15,Spring,No Holiday,Yes
2018-03-15,Spring,No Holiday,Yes
2018-03-15,Spring,No Holiday,Yes
2018-03-15,Spring,No Holiday,Yes
2018-03-15,Spring,No Holiday,Yes
2018-03-15,Spring,No Holiday,Yes
2018-03-15,Spring,No Holiday,Yes
2018-03-15,Spring,No Holiday,Yes
2018-03-15,Spring,No Holiday,Yes
2018-03-15,Spring,No Holiday,Yes
2018-03-16,Spring,No Holiday,Yes
2018-03-16,Spring,No Holiday,Yes
2018-03-16,Spring,No Holiday,Yes
2018-03-16,Spring,No Holiday,Yes
2018-03-16,Spring,No Holiday,Yes
2018-03-16,Spring,No Holiday,Yes
2018-03-16,Spring,No Holiday,Yes
2018-03-16,Spring,No Holiday,Yes
2018-03-16,Spring,No Holiday,Yes
2018-03-16,Spring,No Holiday,Yes
2018-03-16,Spring,No Holiday,Yes
2018-03-16,Spring,No Holiday,Yes
2018-03-16,Spring,No Holiday,Yes
2018-03-16,Spring,No Holiday,Yes
2018-03-16,Spring,No Holiday,Yes
2018-03-16,Spring,No Holiday,Yes
2018-03-16,Spring,No Holiday,Yes
2018-03-16,Spring,No Holiday,Yes
2018-03-16,Spring,No Holiday,Yes
2018-03-16,Spring,No Holiday,Yes
2018-03-16,Spring,No Holiday,Yes
2018-03-16,Spring,No Holiday,Yes
2018-03-16,Spring,No Holiday,Yes
2018-03-16,Spring,No Holiday,Yes
2018-03-17,Spring,No Holiday,Yes
2018-03-17,Spring,No Holiday,Yes
2018-03-17,Spring,No Holiday,Yes
2018-03-17,Spring,No Holiday,Yes
2018-03-17,Spring,No Holiday,Yes
2018-03-17,Spring,No Holiday,Yes
2018-03-17,Spring,No Holiday,Yes
2018-03-17,Spring,No Holiday,Yes
2018-03-17,Spring,No Holiday,Yes
2018-03-17,Spring,No Holiday,Yes
2018-03-17,Spring,No Holiday,Yes
2018-03-17,Spring,No Holiday,Yes
2018-03-17,Spring,No Holiday,Yes
2018-03-17,Spring,No Holiday,Yes
2018-03-17,Spring,No Holiday,Yes
2018-03-17,Spring,No Holiday,Yes
2018-03-17,Spring,No Holiday,Yes
2018-03-17,Spring,No Holiday,Yes
2018-03-17,Spring,No Holiday,Yes
2018-03-17,Spring,No Holiday,Yes
2018-03-17,Spring,No Holiday,Yes
2018-03-17,Spring,No Holiday,Yes
2018-03-17,Spring,No Holiday,Yes
2018-03-17,Spring,No Holiday,Yes
2018-03-18,Spring,No Holiday,Yes
2018-03-18,Spring,No Holiday,Yes
2018-03-18,Spring,No Holiday,Yes
2018-03-18,Spring,No Holiday,Yes
2018-03-18,Spring,No Holiday,Yes
2018-03-18,Spring,No Holiday,Yes
2018-03-18,Spring,No Holiday,Yes
2018-03-18,Spring,No Holiday,Yes
2018-03-18,Spring,No Holiday,Yes
2018-03-18,Spring,No Holiday,Yes
2018-03-18,Spring,No Holiday,Yes
2018-03-18,Spring,No Holiday,Yes
2018-03-18,Spring,No Holiday,Yes
2018-03-18,Spring,No Holiday,Yes
2018-03-18,Spring,No Holiday,Yes
2018-03-18,Spring,No Holiday,Yes
2018-03-18,Spring,No Holiday,Yes
2018-03-18,Spring,No Holiday,Yes
2018-03-18,Spring,No Holiday,Yes
2018-03-18,Spring,No Holiday,Yes
2018-03-18,Spring,No Holiday,Yes
2018-03-18,Spring,No Holiday,Yes
2018-03-18,Spring,No Holiday,Yes
2018-03-18,Spring,No Holiday,Yes
2018-03-19,Spring,No Holiday,Yes
2018-03-19,Spring,No Holiday,Yes
2018-03-19,Spring,No Holiday,Yes
2018-03-19,Spring,No Holiday,Yes
2018-03-19,Spring,No Holiday,Yes
2018-03-19,Spring,No Holiday,Yes
2018-03-19,Spring,No Holiday,Yes
2018-03-19,Spring,No Holiday,Yes
2018-03-19,Spring,No Holiday,Yes
2018-03-19,Spring,No Holiday,Yes
2018-03-19,Spring,No Holiday,Yes
2018-03-19,Spring,No Holiday,Yes
2018-03-19,Spring,No Holiday,Yes
2018-03-19,Spring,No Holiday,Yes
2018-03-19,Spring,No Holiday,Yes
2018-03-19,Spring,No Holiday,Yes
2018-03-19,Spring,No Holiday,Yes
2018-03-19,Spring,No Holiday,Yes
2018-03-19,Spring,No Holiday,Yes
2018-03-19,Spring,No Holiday,Yes
2018-03-19,Spring,No Holiday,Yes
2018-03-19,Spring,No Holiday,Yes
2018-03-19,Spring,No Holiday,Yes
2018-03-19,Spring,No Holiday,Yes
2018-03-20,Spring,No Holiday,Yes
2018-03-20,Spring,No Holiday,Yes
2018-03-20,Spring,No Holiday,Yes
2018-03-20,Spring,No Holiday,Yes
2018-03-20,Spring,No Holiday,Yes
2018-03-20,Spring,No Holiday,Yes
2018-03-20,Spring,No Holiday,Yes
2018-03-20,Spring,No Holiday,Yes
2018-03-20,Spring,No Holiday,Yes
2018-03-20,Spring,No Holiday,Yes
2018-03-20,Spring,No Holiday,Yes
2018-03-20,Spring,No Holiday,Yes
2018-03-20,Spring,No Holiday,Yes
2018-03-20,Spring,No Holiday,Yes
2018-03-20,Spring,No Holiday,Yes
2018-03-20,Spring,No Holiday,Yes
2018-03-20,Spring,No Holiday,Yes
2018-03-20,Spring,No Holiday,Yes
2018-03-20,Spring,No Holiday,Yes
2018-03-20,Spring,No Holiday,Yes
2018-03-20,Spring,No Holiday,Yes
2018-03-20,Spring,No Holiday,Yes
2018-03-20,Spring,No Holiday,Yes
2018-03-20,Spring,No Holiday,Yes
2018-03-21,Spring,No Holiday,Yes
2018-03-21,Spring,No Holiday,Yes
2018-03-21,Spring,No Holiday,Yes
2018-03-21,Spring,No Holiday,Yes
2018-03-21,Spring,No Holiday,Yes
2018-03-21,Spring,No Holiday,Yes
2018-03-21,Spring,No Holiday,Yes
2018-03-21,Spring,No Holiday,Yes
2018-03-21,Spring,No Holiday,Yes
2018-03-21,Spring,No Holiday,Yes
2018-03-21,Spring,No Holiday,Yes
2018-03-21,Spring,No Holiday,Yes
2018-03-21,Spring,No Holiday,Yes
2018-03-21,Spring,No Holiday,Yes
2018-03-21,Spring,No Holiday,Yes
2018-03-21,Spring,No Holiday,Yes
2018-03-21,Spring,No Holiday,Yes
2018-03-21,Spring,No Holiday,Yes
2018-03-21,Spring,No Holiday,Yes
2018-03-21,Spring,No Holiday,Yes
2018-03-21,Spring,No Holiday,Yes
2018-03-21,Spring,No Holiday,Yes
2018-03-21,Spring,No Holiday,Yes
2018-03-21,Spring,No Holiday,Yes
2018-03-22,Spring,No Holiday,Yes
2018-03-22,Spring,No Holiday,Yes
2018-03-22,Spring,No Holiday,Yes
2018-03-22,Spring,No Holiday,Yes
2018-03-22,Spring,No Holiday,Yes
2018-03-22,Spring,No Holiday,Yes
2018-03-22,Spring,No Holiday,Yes
2018-03-22,Spring,No Holiday,Yes
2018-03-22,Spring,No Holiday,Yes
2018-03-22,Spring,No Holiday,Yes
2018-03-22,Spring,No Holiday,Yes
2018-03-22,Spring,No Holiday,Yes
2018-03-22,Spring,No Holiday,Yes
2018-03-22,Spring,No Holiday,Yes
2018-03-22,Spring,No Holiday,Yes
2018-03-22,Spring,No Holiday,Yes
2018-03-22,Spring,No Holiday,Yes
2018-03-22,Spring,No Holiday,Yes
2018-03-22,Spring,No Holiday,Yes
2018-03-22,Spring,No Holiday,Yes
2018-03-22,Spring,No Holiday,Yes
2018-03-22,Spring,No Holiday,Yes
2018-03-22,Spring,No Holiday,Yes
2018-03-22,Spring,No Holiday,Yes
2018-03-23,Spring,No Holiday,Yes
2018-03-23,Spring,No Holiday,Yes
2018-03-23,Spring,No Holiday,Yes
2018-03-23,Spring,No Holiday,Yes
2018-03-23,Spring,No Holiday,Yes
2018-03-23,Spring,No Holiday,Yes
2018-03-23,Spring,No Holiday,Yes
2018-03-23,Spring,No Holiday,Yes
2018-03-23,Spring,No Holiday,Yes
2018-03-23,Spring,No Holiday,Yes
2018-03-23,Spring,No Holiday,Yes
2018-03-23,Spring,No Holiday,Yes
2018-03-23,Spring,No Holiday,Yes
2018-03-23,Spring,No Holiday,Yes
2018-03-23,Spring,No Holiday,Yes
2018-03-23,Spring,No Holiday,Yes
2018-03-23,Spring,No Holiday,Yes
2018-03-23,Spring,No Holiday,Yes
2018-03-23,Spring,No Holiday,Yes
2018-03-23,Spring,No Holiday,Yes
2018-03-23,Spring,No Holiday,Yes
2018-03-23,Spring,No Holiday,Yes
2018-03-23,Spring,No Holiday,Yes
2018-03-23,Spring,No Holiday,Yes
2018-03-24,Spring,No Holiday,Yes
2018-03-24,Spring,No Holiday,Yes
2018-03-24,Spring,No Holiday,Yes
2018-03-24,Spring,No Holiday,Yes
2018-03-24,Spring,No Holiday,Yes
2018-03-24,Spring,No Holiday,Yes
2018-03-24,Spring,No Holiday,Yes
2018-03-24,Spring,No Holiday,Yes
2018-03-24,Spring,No Holiday,Yes
2018-03-24,Spring,No Holiday,Yes
2018-03-24,Spring,No Holiday,Yes
2018-03-24,Spring,No Holiday,Yes
2018-03-24,Spring,No Holiday,Yes
2018-03-24,Spring,No Holiday,Yes
2018-03-24,Spring,No Holiday,Yes
2018-03-24,Spring,No Holiday,Yes
2018-03-24,Spring,No Holiday,Yes
2018-03-24,Spring,No Holiday,Yes
2018-03-24,Spring,No Holiday,Yes
2018-03-24,Spring,No Holiday,Yes
2018-03-24,Spring,No Holiday,Yes
2018-03-24,Spring,No Holiday,Yes
2018-03-24,Spring,No Holiday,Yes
2018-03-24,Spring,No Holiday,Yes
2018-03-25,Spring,No Holiday,Yes
2018-03-25,Spring,No Holiday,Yes
2018-03-25,Spring,No Holiday,Yes
2018-03-25,Spring,No Holiday,Yes
2018-03-25,Spring,No Holiday,Yes
2018-03-25,Spring,No Holiday,Yes
2018-03-25,Spring,No Holiday,Yes
2018-03-25,Spring,No Holiday,Yes
2018-03-25,Spring,No Holiday,Yes
2018-03-25,Spring,No Holiday,Yes
2018-03-25,Spring,No Holiday,Yes
2018-03-25,Spring,No Holiday,Yes
2018-03-25,Spring,No Holiday,Yes
2018-03-25,Spring,No Holiday,Yes
2018-03-25,Spring,No Holiday,Yes
2018-03-25,Spring,No Holiday,Yes
2018-03-25,Spring,No Holiday,Yes
2018-03-25,Spring,No Holiday,Yes
2018-03-25,Spring,No Holiday,Yes
2018-03-25,Spring,No Holiday,Yes
2018-03-25,Spring,No Holiday,Yes
2018-03-25,Spring,No Holiday,Yes
2018-03-25,Spring,No Holiday,Yes
2018-03-25,Spring,No Holiday,Yes
2018-03-26,Spring,No Holiday,Yes
2018-03-26,Spring,No Holiday,Yes
2018-03-26,Spring,No Holiday,Yes
2018-03-26,Spring,No Holiday,Yes
2018-03-26,Spring,No Holiday,Yes
2018-03-26,Spring,No Holiday,Yes
2018-03-26,Spring,No Holiday,Yes
2018-03-26,Spring,No Holiday,Yes
2018-03-26,Spring,No Holiday,Yes
2018-03-26,Spring,No Holiday,Yes
2018-03-26,Spring,No Holiday,Yes
2018-03-26,Spring,No Holiday,Yes
2018-03-26,Spring,No Holiday,Yes
2018-03-26,Spring,No Holiday,Yes
2018-03-26,Spring,No Holiday,Yes
2018-03-26,Spring,No Holiday,Yes
2018-03-26,Spring,No Holiday,Yes
2018-03-26,Spring,No Holiday,Yes
2018-03-26,Spring,No Holiday,Yes
2018-03-26,Spring,No Holiday,Yes
2018-03-26,Spring,No Holiday,Yes
2018-03-26,Spring,No Holiday,Yes
2018-03-26,Spring,No Holiday,Yes
2018-03-26,Spring,No Holiday,Yes
2018-03-27,Spring,No Holiday,Yes
2018-03-27,Spring,No Holiday,Yes
2018-03-27,Spring,No Holiday,Yes
2018-03-27,Spring,No Holiday,Yes
2018-03-27,Spring,No Holiday,Yes
2018-03-27,Spring,No Holiday,Yes
2018-03-27,Spring,No Holiday,Yes
2018-03-27,Spring,No Holiday,Yes
2018-03-27,Spring,No Holiday,Yes
2018-03-27,Spring,No Holiday,Yes
2018-03-27,Spring,No Holiday,Yes
2018-03-27,Spring,No Holiday,Yes
2018-03-27,Spring,No Holiday,Yes
2018-03-27,Spring,No Holiday,Yes
2018-03-27,Spring,No Holiday,Yes
2018-03-27,Spring,No Holiday,Yes
2018-03-27,Spring,No Holiday,Yes
2018-03-27,Spring,No Holiday,Yes
2018-03-27,Spring,No Holiday,Yes
2018-03-27,Spring,No Holiday,Yes
2018-03-27,Spring,No Holiday,Yes
2018-03-27,Spring,No Holiday,Yes
2018-03-27,Spring,No Holiday,Yes
2018-03-27,Spring,No Holiday,Yes
2018-03-28,Spring,No Holiday,Yes
2018-03-28,Spring,No Holiday,Yes
2018-03-28,Spring,No Holiday,Yes
2018-03-28,Spring,No Holiday,Yes
2018-03-28,Spring,No Holiday,Yes
2018-03-28,Spring,No Holiday,Yes
2018-03-28,Spring,No Holiday,Yes
2018-03-28,Spring,No Holiday,Yes
2018-03-28,Spring,No Holiday,Yes
2018-03-28,Spring,No Holiday,Yes
2018-03-28,Spring,No Holiday,Yes
2018-03-28,Spring,No Holiday,Yes
2018-03-28,Spring,No Holiday,Yes
2018-03-28,Spring,No Holiday,Yes
2018-03-28,Spring,No Holiday,Yes
2018-03-28,Spring,No Holiday,Yes
2018-03-28,Spring,No Holiday,Yes
2018-03-28,Spring,No Holiday,Yes
2018-03-28,Spring,No Holiday,Yes
2018-03-28,Spring,No Holiday,Yes
2018-03-28,Spring,No Holiday,Yes
2018-03-28,Spring,No Holiday,Yes
2018-03-28,Spring,No Holiday,Yes
2018-03-28,Spring,No Holiday,Yes
2018-03-29,Spring,No Holiday,Yes
2018-03-29,Spring,No Holiday,Yes
2018-03-29,Spring,No Holiday,Yes
2018-03-29,Spring,No Holiday,Yes
2018-03-29,Spring,No Holiday,Yes
2018-03-29,Spring,No Holiday,Yes
2018-03-29,Spring,No Holiday,Yes
2018-03-29,Spring,No Holiday,Yes
2018-03-29,Spring,No Holiday,Yes
2018-03-29,Spring,No Holiday,Yes
2018-03-29,Spring,No Holiday,Yes
2018-03-29,Spring,No Holiday,Yes
2018-03-29,Spring,No Holiday,Yes
2018-03-29,Spring,No Holiday,Yes
2018-03-29,Spring,No Holiday,Yes
2018-03-29,Spring,No Holiday,Yes
2018-03-29,Spring,No Holiday,Yes
2018-03-29,Spring,No Holiday,Yes
2018-03-29,Spring,No Holiday,Yes
2018-03-29,Spring,No Holiday,Yes
2018-03-29,Spring,No Holiday,Yes
2018-03-29,Spring,No Holiday,Yes
2018-03-29,Spring,No Holiday,Yes
2018-03-29,Spring,No Holiday,Yes
2018-03-30,Spring,No Holiday,Yes
2018-03-30,Spring,No Holiday,Yes
2018-03-30,Spring,No Holiday,Yes
2018-03-30,Spring,No Holiday,Yes
2018-03-30,Spring,No Holiday,Yes
2018-03-30,Spring,No Holiday,Yes
2018-03-30,Spring,No Holiday,Yes
2018-03-30,Spring,No Holiday,Yes
2018-03-30,Spring,No Holiday,Yes
2018-03-30,Spring,No Holiday,Yes
2018-03-30,Spring,No Holiday,Yes
2018-03-30,Spring,No Holiday,Yes
2018-03-30,Spring,No Holiday,Yes
2018-03-30,Spring,No Holiday,Yes
2018-03-30,Spring,No Holiday,Yes
2018-03-30,Spring,No Holiday,Yes
2018-03-30,Spring,No Holiday,Yes
2018-03-30,Spring,No Holiday,Yes
2018-03-30,Spring,No Holiday,Yes
2018-03-30,Spring,No Holiday,Yes
2018-03-30,Spring,No Holiday,Yes
2018-03-30,Spring,No Holiday,Yes
2018-03-30,Spring,No Holiday,Yes
2018-03-30,Spring,No Holiday,Yes
2018-03-31,Spring,No Holiday,Yes
2018-03-31,Spring,No Holiday,Yes
2018-03-31,Spring,No Holiday,Yes
2018-03-31,Spring,No Holiday,Yes
2018-03-31,Spring,No Holiday,Yes
2018-03-31,Spring,No Holiday,Yes
2018-03-31,Spring,No Holiday,Yes
2018-03-31,Spring,No Holiday,Yes
2018-03-31,Spring,No Holiday,Yes
2018-03-31,Spring,No Holiday,Yes
2018-03-31,Spring,No Holiday,Yes
2018-03-31,Spring,No Holiday,Yes
2018-03-31,Spring,No Holiday,Yes
2018-03-31,Spring,No Holiday,Yes
2018-03-31,Spring,No Holiday,Yes
2018-03-31,Spring,No Holiday,Yes
2018-03-31,Spring,No Holiday,Yes
2018-03-31,Spring,No Holiday,Yes
2018-03-31,Spring,No Holiday,Yes
2018-03-31,Spring,No Holiday,Yes
2018-03-31,Spring,No Holiday,Yes
2018-03-31,Spring,No Holiday,Yes
2018-03-31,Spring,No Holiday,Yes
2018-03-31,Spring,No Holiday,Yes
2018-04-01,Spring,No Holiday,Yes
2018-04-01,Spring,No Holiday,Yes
2018-04-01,Spring,No Holiday,Yes
2018-04-01,Spring,No Holiday,Yes
2018-04-01,Spring,No Holiday,Yes
2018-04-01,Spring,No Holiday,Yes
2018-04-01,Spring,No Holiday,Yes
2018-04-01,Spring,No Holiday,Yes
2018-04-01,Spring,No Holiday,Yes
2018-04-01,Spring,No Holiday,Yes
2018-04-01,Spring,No Holiday,Yes
2018-04-01,Spring,No Holiday,Yes
2018-04-01,Spring,No Holiday,Yes
2018-04-01,Spring,No Holiday,Yes
2018-04-01,Spring,No Holiday,Yes
2018-04-01,Spring,No Holiday,Yes
2018-04-01,Spring,No Holiday,Yes
2018-04-01,Spring,No Holiday,Yes
2018-04-01,Spring,No Holiday,Yes
2018-04-01,Spring,No Holiday,Yes
2018-04-01,Spring,No Holiday,Yes
2018-04-01,Spring,No Holiday,Yes
2018-04-01,Spring,No Holiday,Yes
2018-04-01,Spring,No Holiday,Yes
2018-04-02,Spring,No Holiday,Yes
2018-04-02,Spring,No Holiday,Yes
2018-04-02,Spring,No Holiday,Yes
2018-04-02,Spring,No Holiday,Yes
2018-04-02,Spring,No Holiday,Yes
2018-04-02,Spring,No Holiday,Yes
2018-04-02,Spring,No Holiday,Yes
2018-04-02,Spring,No Holiday,Yes
2018-04-02,Spring,No Holiday,Yes
2018-04-02,Spring,No Holiday,Yes
2018-04-02,Spring,No Holiday,Yes
2018-04-02,Spring,No Holiday,Yes
2018-04-02,Spring,No Holiday,Yes
2018-04-02,Spring,No Holiday,Yes
2018-04-02,Spring,No Holiday,Yes
2018-04-02,Spring,No Holiday,Yes
2018-04-02,Spring,No Holiday,Yes
2018-04-02,Spring,No Holiday,Yes
2018-04-02,Spring,No Holiday,Yes
2018-04-02,Spring,No Holiday,Yes
2018-04-02,Spring,No Holiday,Yes
2018-04-02,Spring,No Holiday,Yes
2018-04-02,Spring,No Holiday,Yes
2018-04-02,Spring,No Holiday,Yes
2018-04-03,Spring,No Holiday,Yes
2018-04-03,Spring,No Holiday,Yes
2018-04-03,Spring,No Holiday,Yes
2018-04-03,Spring,No Holiday,Yes
2018-04-03,Spring,No Holiday,Yes
2018-04-03,Spring,No Holiday,Yes
2018-04-03,Spring,No Holiday,Yes
2018-04-03,Spring,No Holiday,Yes
2018-04-03,Spring,No Holiday,Yes
2018-04-03,Spring,No Holiday,Yes
2018-04-03,Spring,No Holiday,Yes
2018-04-03,Spring,No Holiday,Yes
2018-04-03,Spring,No Holiday,Yes
2018-04-03,Spring,No Holiday,Yes
2018-04-03,Spring,No Holiday,Yes
2018-04-03,Spring,No Holiday,Yes
2018-04-03,Spring,No Holiday,Yes
2018-04-03,Spring,No Holiday,Yes
2018-04-03,Spring,No Holiday,Yes
2018-04-03,Spring,No Holiday,Yes
2018-04-03,Spring,No Holiday,Yes
2018-04-03,Spring,No Holiday,Yes
2018-04-03,Spring,No Holiday,Yes
2018-04-03,Spring,No Holiday,Yes
2018-04-04,Spring,No Holiday,Yes
2018-04-04,Spring,No Holiday,Yes
2018-04-04,Spring,No Holiday,Yes
2018-04-04,Spring,No Holiday,Yes
2018-04-04,Spring,No Holiday,Yes
2018-04-04,Spring,No Holiday,Yes
2018-04-04,Spring,No Holiday,Yes
2018-04-04,Spring,No Holiday,Yes
2018-04-04,Spring,No Holiday,Yes
2018-04-04,Spring,No Holiday,Yes
2018-04-04,Spring,No Holiday,Yes
2018-04-04,Spring,No Holiday,Yes
2018-04-04,Spring,No Holiday,Yes
2018-04-04,Spring,No Holiday,Yes
2018-04-04,Spring,No Holiday,Yes
2018-04-04,Spring,No Holiday,Yes
2018-04-04,Spring,No Holiday,Yes
2018-04-04,Spring,No Holiday,Yes
2018-04-04,Spring,No Holiday,Yes
2018-04-04,Spring,No Holiday,Yes
2018-04-04,Spring,No Holiday,Yes
2018-04-04,Spring,No Holiday,Yes
2018-04-04,Spring,No Holiday,Yes
2018-04-04,Spring,No Holiday,Yes
2018-04-05,Spring,No Holiday,Yes
2018-04-05,Spring,No Holiday,Yes
2018-04-05,Spring,No Holiday,Yes
2018-04-05,Spring,No Holiday,Yes
2018-04-05,Spring,No Holiday,Yes
2018-04-05,Spring,No Holiday,Yes
2018-04-05,Spring,No Holiday,Yes
2018-04-05,Spring,No Holiday,Yes
2018-04-05,Spring,No Holiday,Yes
2018-04-05,Spring,No Holiday,Yes
2018-04-05,Spring,No Holiday,Yes
2018-04-05,Spring,No Holiday,Yes
2018-04-05,Spring,No Holiday,Yes
2018-04-05,Spring,No Holiday,Yes
2018-04-05,Spring,No Holiday,Yes
2018-04-05,Spring,No Holiday,Yes
2018-04-05,Spring,No Holiday,Yes
2018-04-05,Spring,No Holiday,Yes
2018-04-05,Spring,No Holiday,Yes
2018-04-05,Spring,No Holiday,Yes
2018-04-05,Spring,No Holiday,Yes
2018-04-05,Spring,No Holiday,Yes
2018-04-05,Spring,No Holiday,Yes
2018-04-05,Spring,No Holiday,Yes
2018-04-06,Spring,No Holiday,Yes
2018-04-06,Spring,No Holiday,Yes
2018-04-06,Spring,No Holiday,Yes
2018-04-06,Spring,No Holiday,Yes
2018-04-06,Spring,No Holiday,Yes
2018-04-06,Spring,No Holiday,Yes
2018-04-06,Spring,No Holiday,Yes
2018-04-06,Spring,No Holiday,Yes
2018-04-06,Spring,No Holiday,Yes
2018-04-06,Spring,No Holiday,Yes
2018-04-06,Spring,No Holiday,Yes
2018-04-06,Spring,No Holiday,Yes
2018-04-06,Spring,No Holiday,Yes
2018-04-06,Spring,No Holiday,Yes
2018-04-06,Spring,No Holiday,Yes
2018-04-06,Spring,No Holiday,Yes
2018-04-06,Spring,No Holiday,Yes
2018-04-06,Spring,No Holiday,Yes
2018-04-06,Spring,No Holiday,Yes
2018-04-06,Spring,No Holiday,Yes
2018-04-06,Spring,No Holiday,Yes
2018-04-06,Spring,No Holiday,Yes
2018-04-06,Spring,No Holiday,Yes
2018-04-06,Spring,No Holiday,Yes
2018-04-07,Spring,No Holiday,Yes
2018-04-07,Spring,No Holiday,Yes
2018-04-07,Spring,No Holiday,Yes
2018-04-07,Spring,No Holiday,Yes
2018-04-07,Spring,No Holiday,Yes
2018-04-07,Spring,No Holiday,Yes
2018-04-07,Spring,No Holiday,Yes
2018-04-07,Spring,No Holiday,Yes
2018-04-07,Spring,No Holiday,Yes
2018-04-07,Spring,No Holiday,Yes
2018-04-07,Spring,No Holiday,Yes
2018-04-07,Spring,No Holiday,Yes
2018-04-07,Spring,No Holiday,Yes
2018-04-07,Spring,No Holiday,Yes
2018-04-07,Spring,No Holiday,Yes
2018-04-07,Spring,No Holiday,Yes
2018-04-07,Spring,No Holiday,Yes
2018-04-07,Spring,No Holiday,Yes
2018-04-07,Spring,No Holiday,Yes
2018-04-07,Spring,No Holiday,Yes
2018-04-07,Spring,No Holiday,Yes
2018-04-07,Spring,No Holiday,Yes
2018-04-07,Spring,No Holiday,Yes
2018-04-07,Spring,No Holiday,Yes
2018-04-08,Spring,No Holiday,Yes
2018-04-08,Spring,No Holiday,Yes
2018-04-08,Spring,No Holiday,Yes
2018-04-08,Spring,No Holiday,Yes
2018-04-08,Spring,No Holiday,Yes
2018-04-08,Spring,No Holiday,Yes
2018-04-08,Spring,No Holiday,Yes
2018-04-08,Spring,No Holiday,Yes
2018-04-08,Spring,No Holiday,Yes
2018-04-08,Spring,No Holiday,Yes
2018-04-08,Spring,No Holiday,Yes
2018-04-08,Spring,No Holiday,Yes
2018-04-08,Spring,No Holiday,Yes
2018-04-08,Spring,No Holiday,Yes
2018-04-08,Spring,No Holiday,Yes
2018-04-08,Spring,No Holiday,Yes
2018-04-08,Spring,No Holiday,Yes
2018-04-08,Spring,No Holiday,Yes
2018-04-08,Spring,No Holiday,Yes
2018-04-08,Spring,No Holiday,Yes
2018-04-08,Spring,No Holiday,Yes
2018-04-08,Spring,No Holiday,Yes
2018-04-08,Spring,No Holiday,Yes
2018-04-08,Spring,No Holiday,Yes
2018-04-09,Spring,No Holiday,Yes
2018-04-09,Spring,No Holiday,Yes
2018-04-09,Spring,No Holiday,Yes
2018-04-09,Spring,No Holiday,Yes
2018-04-09,Spring,No Holiday,Yes
2018-04-09,Spring,No Holiday,Yes
2018-04-09,Spring,No Holiday,Yes
2018-04-09,Spring,No Holiday,Yes
2018-04-09,Spring,No Holiday,Yes
2018-04-09,Spring,No Holiday,Yes
2018-04-09,Spring,No Holiday,Yes
2018-04-09,Spring,No Holiday,Yes
2018-04-09,Spring,No Holiday,Yes
2018-04-09,Spring,No Holiday,Yes
